1000	0.0477674
2000	0.19128
3000	0.42368
4000	0.752021
5000	1.18577
6000	1.7156
7000	2.32975
8000	3.03226
9000	3.831
10000	4.82868
11000	5.83406
12000	6.81803
13000	7.93105
14000	9.09488
15000	10.5821
16000	12.3698
17000	13.9794
18000	16.4598
19000	17.5935
20000	19.5897
21000	21.9353
22000	23.7873
23000	24.7071
24000	27.1958
25000	29.4828
